,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
6121,24,6.8,1.5,0.5,1.8,31.1,0.5,1.5,22.4,0.2,0.4,64.9,0.2,0.4,0.8,0.9,0.4,0.0,0.3,1
6122,54,13.5,3.3,1.2,2.7,45.1,0.1,0.5,20.7,0.6,0.9,70.8,0.6,2.1,2.7,0.4,0.4,0.2,0.4,1
6123,55,13.7,3.8,1.6,3.6,41.3,0.6,1.8,19.4,0.5,1.0,61.9,0.3,1.4,1.6,3.5,0.7,0.2,1.3,1
6124,73,11.5,5.1,2.0,4.2,46.7,0.1,0.2,17.8,0.8,1.7,50.5,0.8,1.8,2.5,0.9,0.5,0.2,0.9,0
6125,60,10.9,3.8,1.5,2.8,53.5,0.0,0.0,1.2,0.9,1.8,39.7,1.6,4.1,5.9,0.2,0.1,0.6,1.1,1
6126,39,7.6,2.0,0.8,2.0,41.9,0.0,0.0,0.0,0.4,0.8,48.8,1.0,1.4,2.4,0.2,0.1,0.4,0.7,0
6127,36,12.0,4.1,1.4,4.1,36.6,0.8,2.3,40.3,0.7,1.1,59.1,0.3,1.3,1.6,0.5,0.2,0.0,0.9,1
6128,55,12.1,5.0,1.8,5.0,35.9,1.1,3.4,49.7,0.6,0.8,65.1,0.0,0.5,0.5,3.6,0.9,0.0,1.0,1
6129,81,18.0,13.6,5.5,10.3,55.7,0.3,1.0,4.3,2.4,3.7,66.6,0.8,1.9,2.9,1.5,0.6,0.3,2.0,1
6130,62,15.8,6.2,2.4,5.7,40.1,0.3,0.8,26.7,1.0,1.4,76.4,0.6,1.9,2.6,1.3,0.5,0.2,1.2,1
6131,93,27.7,11.9,4.4,9.7,45.4,1.2,3.3,44.5,1.8,2.0,87.7,0.7,2.1,2.9,3.2,0.5,0.0,1.7,1
6132,58,8.1,2.9,1.1,3.2,33.4,0.3,1.1,25.5,0.6,0.8,68.8,0.2,0.5,0.7,0.9,0.3,0.0,1.0,1
6133,79,34.1,11.6,4.5,10.0,45.0,0.1,0.5,15.5,2.6,4.0,63.3,4.8,6.6,11.7,1.4,1.4,0.8,1.9,1
6134,63,18.7,9.5,3.9,8.1,48.5,0.0,0.4,16.3,1.9,2.5,86.5,0.7,1.4,2.5,3.6,1.4,0.1,1.7,0
6135,79,35.0,17.8,7.5,16.8,45.3,0.7,1.9,20.1,2.0,2.9,69.2,1.9,2.9,4.9,2.2,1.3,0.2,2.1,1
6136,63,13.0,3.4,1.4,3.3,42.4,0.4,1.1,52.4,0.3,0.4,88.3,0.9,1.2,2.0,2.5,0.6,0.0,0.6,0
6137,45,6.5,2.9,1.2,3.2,36.8,0.0,0.0,0.0,0.4,0.5,77.2,0.4,0.4,0.7,1.0,0.4,0.0,0.8,1
6138,54,23.0,6.2,2.5,5.1,47.1,0.1,0.2,24.8,1.4,2.3,59.5,1.4,3.0,4.4,1.2,0.6,0.3,1.0,1
6139,93,25.0,13.7,5.0,11.1,43.5,0.1,0.1,10.5,3.6,4.8,77.5,1.3,3.3,4.2,3.5,0.6,0.4,2.9,1
6140,65,8.4,3.5,1.3,2.6,46.6,0.1,0.5,30.1,1.0,1.5,64.6,0.7,0.8,1.4,0.8,0.3,0.0,0.4,1
6141,85,25.7,12.1,4.4,8.7,50.0,0.0,0.0,28.5,3.1,3.9,79.5,2.6,3.9,6.5,1.8,1.1,2.2,1.4,1
6142,72,17.6,6.4,2.5,5.1,47.7,0.6,1.3,19.5,0.9,1.5,59.4,1.7,3.9,5.7,0.6,0.9,1.9,1.4,1
6143,53,18.5,6.9,3.0,5.8,50.4,0.0,0.0,23.3,1.1,1.5,76.7,1.0,3.1,4.3,0.7,0.3,0.3,1.4,0
6144,55,15.5,3.4,1.2,2.8,41.8,0.1,0.1,11.7,0.9,1.7,52.2,1.4,2.0,3.6,0.6,0.4,0.4,0.8,1
6145,57,28.1,7.4,2.7,5.3,51.4,0.3,0.8,8.7,1.4,2.1,66.1,1.4,5.3,7.0,0.8,1.1,1.6,1.0,0
6146,60,8.3,3.7,1.5,2.9,49.9,0.0,0.0,14.4,0.9,1.4,66.6,0.8,0.9,1.5,0.8,0.3,0.0,1.2,1
6147,59,10.3,3.2,1.3,3.4,36.4,0.0,0.0,26.6,0.6,0.6,84.4,0.1,0.7,0.9,3.1,0.3,0.0,0.9,1
6148,59,14.8,4.3,2.0,4.2,44.9,0.0,0.0,0.0,1.0,1.8,51.6,3.3,2.3,5.1,0.2,0.3,2.1,0.8,1
6149,62,19.9,9.0,4.0,8.6,45.7,0.1,0.4,3.2,1.8,2.8,66.5,0.9,2.9,3.6,2.7,0.8,0.1,3.2,0
6150,59,27.4,11.4,4.8,12.0,38.3,0.2,0.7,3.7,1.4,1.8,74.7,1.2,3.4,4.5,0.6,0.4,0.2,1.3,1
6151,46,11.4,6.5,2.3,5.4,45.6,0.0,0.1,27.2,1.2,2.1,63.0,1.1,1.3,2.6,0.2,0.2,0.3,0.7,1
6152,34,11.3,4.0,1.5,3.5,43.3,0.4,1.0,29.2,0.6,0.8,65.3,0.5,1.1,1.7,0.9,0.5,0.0,0.5,1
6153,61,10.0,2.5,1.1,2.7,43.1,0.0,0.3,15.3,0.2,0.4,65.7,1.1,1.4,2.3,0.2,0.2,0.5,0.6,1
6154,27,9.0,3.2,1.2,3.7,32.6,0.5,1.4,28.5,0.4,0.5,81.6,0.1,0.4,0.6,1.6,0.4,0.0,0.7,0
6155,50,17.2,7.4,2.5,5.2,50.0,0.6,1.8,15.6,1.8,2.8,73.2,1.4,2.4,3.9,1.2,1.0,0.4,1.2,1
6156,52,10.7,2.9,1.1,2.8,40.5,0.8,2.5,38.6,0.3,0.4,70.4,0.2,0.8,1.1,0.6,0.4,0.1,0.4,1
6157,39,11.1,6.3,2.4,5.5,43.5,0.4,1.1,21.6,1.0,1.5,70.9,1.5,2.5,4.1,0.2,0.4,0.8,0.5,1
6158,64,17.1,8.6,3.0,5.2,55.0,0.1,0.1,0.0,2.3,3.9,63.9,1.5,2.7,4.2,0.7,0.4,0.5,1.1,1
6159,73,22.0,9.0,3.3,7.9,41.5,0.4,1.3,11.7,2.0,2.4,91.0,0.5,2.3,2.4,3.6,0.5,0.0,2.2,1
6160,66,20.2,9.2,3.4,6.2,57.3,0.0,0.0,18.2,1.8,2.9,67.0,2.0,3.6,5.5,0.8,0.5,0.5,1.1,1
6161,68,19.3,8.9,3.7,7.6,47.9,0.2,0.6,26.0,1.3,1.8,77.6,0.9,2.8,3.6,1.3,0.5,0.4,1.3,1
6162,62,17.2,6.5,2.3,4.8,48.5,0.6,1.6,40.5,1.3,1.7,76.7,0.4,2.1,2.4,0.8,0.4,1.2,1.1,1
6163,55,13.8,3.4,1.5,3.5,40.1,0.1,0.6,40.5,0.4,0.5,77.0,0.6,1.4,2.2,1.3,0.1,0.2,0.4,1
6164,61,20.2,12.9,5.0,10.4,48.9,0.6,1.6,30.4,2.4,3.0,64.5,1.9,2.2,4.2,1.3,0.6,0.1,1.5,1
6165,72,12.6,4.3,2.0,3.7,50.9,0.0,0.0,26.8,0.4,0.5,79.6,1.3,2.1,3.2,0.7,0.4,0.1,0.7,1
6166,75,22.8,12.4,4.8,10.8,45.9,0.0,0.0,34.2,2.3,3.2,73.9,0.6,1.4,2.1,3.4,1.0,0.3,2.6,1
6167,68,36.8,12.5,5.2,10.0,53.3,0.0,0.0,0.0,2.5,4.3,47.2,2.7,5.6,8.1,1.8,1.0,14.7,1.9,1
6168,40,7.1,2.5,0.9,2.2,39.4,0.0,0.0,0.0,0.8,1.2,74.5,0.4,0.3,0.6,0.3,0.6,0.0,0.4,0
6169,65,28.8,13.5,4.8,10.7,45.9,0.5,1.7,29.0,3.3,4.2,77.6,2.5,2.6,4.9,2.8,1.1,0.5,2.3,1
6170,82,17.5,11.9,4.4,10.3,43.3,0.5,1.7,14.4,2.2,3.9,56.5,1.3,3.1,4.1,1.9,0.5,0.1,2.8,1
6171,46,13.0,4.8,1.7,4.2,40.2,0.5,1.6,30.1,0.7,0.8,73.3,0.1,0.7,0.8,3.1,1.5,0.0,1.1,0
6172,78,28.4,12.7,4.5,11.5,37.2,0.4,1.1,15.9,3.2,4.1,81.5,1.7,2.2,4.0,4.4,1.8,0.6,2.7,1
6173,59,23.5,9.4,3.7,7.0,51.7,0.7,1.7,29.7,1.5,2.4,65.1,0.9,3.1,4.0,2.7,0.6,0.0,1.8,1
6174,58,8.2,3.0,1.4,2.7,50.2,0.0,0.0,7.4,0.6,0.7,78.6,1.2,0.9,1.9,0.1,0.1,0.3,0.5,1
6175,35,13.7,3.4,1.1,2.8,41.0,0.6,1.5,19.8,0.9,1.6,55.7,0.8,1.6,2.5,0.6,0.6,0.3,0.9,1
6176,59,36.1,13.7,5.2,13.7,37.2,0.9,3.0,35.5,1.7,1.9,83.7,0.6,2.2,2.8,5.1,1.8,0.1,2.1,0
6177,46,17.0,9.7,3.2,7.7,43.2,0.4,0.9,36.7,2.7,2.6,116.0,0.3,0.8,1.1,5.0,0.8,0.0,1.6,1
6178,64,14.6,5.8,2.2,4.5,47.9,0.3,0.7,27.3,1.2,2.2,63.4,1.1,1.5,2.6,1.4,0.5,0.0,1.1,1
6179,57,17.6,6.2,2.2,4.9,44.1,0.6,1.9,15.3,1.2,1.8,71.1,0.8,1.3,2.0,2.7,0.6,0.2,1.6,1
6180,51,4.8,1.2,0.5,1.1,50.0,0.0,0.0,0.0,0.2,0.3,62.6,0.7,1.0,1.9,0.1,0.0,0.1,0.2,1
6181,64,14.7,7.0,2.8,5.7,51.0,0.0,0.0,27.5,1.8,2.6,70.0,1.3,0.9,1.9,1.8,1.3,0.1,1.1,1
6182,85,13.0,7.1,2.6,4.9,51.1,0.2,0.8,11.0,1.8,2.9,66.4,1.4,0.9,1.8,0.7,0.4,0.2,1.0,1
6183,44,7.6,2.0,0.8,1.6,49.2,0.1,0.0,0.0,0.3,0.5,61.8,0.4,1.4,1.9,0.5,0.3,0.2,0.4,1
6184,70,15.4,4.3,1.7,3.7,45.5,0.2,0.6,34.9,0.6,1.0,64.1,0.7,1.5,2.2,0.5,0.7,0.3,0.6,1
6185,49,14.2,6.9,2.6,6.5,41.3,0.4,1.3,31.4,1.4,1.7,77.8,0.2,0.4,0.6,3.8,1.5,0.1,1.2,1
6186,37,17.5,5.4,1.8,4.8,39.9,0.4,1.2,49.4,1.5,2.0,80.7,0.3,0.9,1.2,3.0,0.7,0.2,0.8,0
6187,108,45.6,25.8,10.3,20.5,53.8,1.3,3.6,58.8,2.9,3.4,88.4,1.3,4.0,5.0,5.6,2.1,0.3,3.3,1
6188,90,40.2,18.5,7.0,12.0,62.2,0.5,1.5,4.9,4.0,5.2,79.1,3.0,5.1,8.4,3.9,1.7,1.2,2.3,1
6189,69,16.4,9.7,3.8,7.5,51.3,0.0,0.0,17.2,2.4,3.7,65.5,2.1,2.7,4.8,0.7,0.3,0.4,1.4,1
6190,66,13.6,4.1,1.6,3.6,44.0,0.0,0.1,16.2,0.7,0.8,80.3,1.1,1.0,2.0,0.9,0.5,0.3,0.7,1
6191,34,19.4,5.2,1.9,5.0,37.1,0.3,1.3,47.2,1.0,1.1,83.0,0.5,1.4,2.0,1.0,0.7,0.0,0.9,1
6192,44,8.9,3.3,1.3,2.5,51.6,0.0,0.0,0.0,0.6,1.0,58.8,0.9,1.0,1.8,0.4,0.7,0.3,0.8,1
6193,57,15.2,6.2,2.1,5.9,37.9,0.8,2.6,37.2,1.0,1.3,76.9,0.7,1.3,2.2,1.0,0.6,0.0,0.8,0
6194,55,17.4,7.2,2.8,6.6,42.5,0.8,2.3,50.2,0.9,1.1,76.1,0.5,1.6,2.0,1.4,0.7,0.0,0.8,1
6195,58,25.3,11.8,5.0,10.3,48.6,0.1,0.4,1.4,1.9,2.7,71.1,1.5,4.2,5.9,1.6,0.7,0.6,1.8,1
6196,45,6.1,1.8,0.9,2.4,37.7,0.2,0.8,0.9,0.0,0.1,74.0,0.1,0.4,0.6,0.8,0.4,0.0,0.6,0
6197,64,16.5,7.6,3.1,6.7,44.6,0.1,0.5,10.7,1.2,1.4,80.5,1.0,2.0,3.0,1.3,0.8,0.1,0.7,1
6198,66,18.6,4.6,1.8,4.4,41.1,0.1,0.3,11.5,0.5,0.7,72.3,1.0,2.9,3.6,1.7,0.3,0.2,1.1,1
6199,72,6.8,1.9,0.7,1.7,43.7,0.2,0.8,0.0,0.3,0.5,63.8,0.6,1.7,2.2,0.0,0.1,0.7,0.3,1
6200,50,27.3,11.5,4.2,10.7,36.9,0.4,1.4,30.6,3.0,4.2,66.0,1.2,2.8,3.9,2.3,1.2,0.6,2.2,1
6201,62,39.0,16.3,6.7,11.0,61.3,0.0,0.2,18.0,3.1,4.5,73.7,1.9,3.3,5.3,3.8,1.2,0.4,2.8,1
6202,75,15.8,5.1,2.1,4.6,46.4,0.0,0.0,4.9,1.2,1.9,62.1,1.3,2.9,4.2,0.7,0.4,0.3,1.0,1
6203,29,8.6,3.3,1.4,3.3,42.3,0.2,0.8,21.8,0.4,0.6,69.2,0.2,0.7,1.1,0.9,0.1,0.1,0.5,0
6204,46,27.8,13.3,5.4,12.3,42.4,0.6,1.6,24.0,2.1,2.4,88.8,1.9,1.8,3.4,2.4,1.0,0.3,2.0,1
6205,84,33.7,13.5,5.4,13.9,39.6,0.6,1.9,5.2,1.8,2.3,77.8,0.8,2.2,3.3,5.7,0.8,0.1,2.7,1
6206,52,15.4,5.7,2.1,5.7,38.2,0.3,0.9,28.4,1.0,1.5,66.9,0.7,2.6,3.1,1.2,0.4,0.2,0.8,1
6207,30,6.6,3.0,1.2,3.0,40.7,0.5,1.4,42.3,0.4,0.6,74.8,0.1,0.4,0.6,0.8,0.3,0.0,0.5,1
6208,77,9.8,4.5,1.5,3.4,46.0,0.2,0.9,35.9,1.0,1.4,69.2,0.3,0.8,1.2,0.3,0.3,0.4,0.6,1
6209,51,14.3,5.2,2.2,5.0,40.8,0.1,0.3,28.8,0.8,1.6,43.6,1.4,2.4,3.6,0.6,0.1,0.5,0.8,1
6210,66,17.0,6.6,2.5,5.6,46.9,0.0,0.0,5.0,1.3,1.8,68.5,1.3,2.7,3.6,1.4,0.6,0.3,1.2,1
6211,51,9.7,2.4,1.1,2.4,45.7,0.0,0.0,2.8,0.3,0.3,81.1,0.2,0.3,0.6,0.7,0.6,0.0,0.3,1
6212,45,22.9,8.6,3.2,7.4,40.8,0.2,0.8,18.8,2.1,2.8,71.9,1.0,2.0,2.9,2.3,0.8,0.1,1.0,0
6213,93,20.6,9.0,3.5,5.8,58.6,0.0,0.0,0.0,3.6,5.0,70.7,4.4,4.7,8.9,0.6,0.5,0.5,1.4,1
6214,77,16.8,8.2,3.4,8.2,40.0,0.3,0.9,8.8,0.9,1.5,70.6,0.4,2.9,2.9,1.2,0.7,0.4,1.7,1
6215,55,28.8,9.1,3.4,7.1,49.1,0.5,1.6,18.7,1.7,2.2,75.8,0.7,2.5,3.2,3.4,1.6,0.1,1.6,1
6216,72,13.4,5.2,1.8,3.7,48.5,0.0,0.2,19.2,1.8,2.8,64.2,1.1,1.6,2.8,0.5,0.9,0.3,1.1,1
6217,69,10.2,3.7,1.4,2.7,50.3,0.0,0.0,16.9,1.0,1.4,71.3,0.9,1.3,2.0,0.4,0.3,0.4,1.1,0
6218,55,10.5,1.8,0.6,1.9,33.9,0.5,1.6,37.0,0.3,0.4,73.7,0.1,0.5,0.6,1.7,0.4,0.0,0.7,1
6219,58,22.4,10.1,4.3,8.8,49.1,0.1,0.5,3.8,1.9,2.4,76.9,1.1,1.5,2.7,2.1,1.2,0.1,1.3,0
6220,50,13.0,4.4,1.8,4.1,42.3,0.5,1.7,51.7,0.4,0.5,75.6,0.5,0.9,1.4,1.6,1.4,0.1,0.8,1
6221,74,16.7,7.5,2.9,6.1,45.9,0.1,0.2,26.3,1.6,2.1,78.1,0.5,1.5,2.0,2.2,0.7,0.2,2.1,1
6222,48,8.9,3.2,1.2,2.6,45.3,0.2,0.5,22.4,0.8,1.1,66.0,0.5,1.2,1.5,0.7,0.3,0.1,0.8,0
6223,45,12.2,2.3,0.9,2.5,39.0,0.2,0.5,16.7,0.5,0.7,68.8,0.6,1.4,2.0,0.2,0.2,0.3,0.3,0
6224,60,11.2,3.6,1.2,3.6,34.5,0.7,2.0,36.0,0.6,0.7,89.4,0.3,1.2,1.3,2.2,0.5,0.0,1.1,0
6225,51,8.7,3.4,1.3,2.9,43.2,0.1,0.6,13.6,1.0,1.5,68.3,1.4,1.6,3.3,0.4,0.2,0.3,0.9,1
6226,57,7.3,4.9,2.0,3.2,57.2,0.1,0.0,24.7,1.0,1.7,57.2,1.3,1.3,2.5,0.2,0.2,0.0,0.6,1
6227,57,8.5,2.7,1.2,2.8,42.1,0.3,0.8,38.3,0.4,0.6,57.2,0.4,1.4,1.8,0.5,0.2,0.2,0.8,0
6228,45,11.5,2.9,1.1,3.6,31.7,0.8,2.3,43.2,0.4,0.6,61.7,0.3,1.4,1.6,0.8,0.2,0.0,0.4,1
6229,77,20.7,8.0,3.6,7.1,49.5,0.0,0.0,6.4,1.4,2.4,52.1,2.2,1.7,3.7,2.0,1.6,0.2,1.6,1
6230,92,21.4,6.7,2.4,6.4,39.0,0.7,2.0,14.1,1.0,1.4,80.2,0.3,2.1,2.5,1.7,1.0,0.0,0.7,1
6231,48,12.0,2.9,1.3,2.7,49.0,0.0,0.0,21.2,0.3,0.5,75.1,0.7,1.2,2.1,0.4,0.3,0.4,0.4,1
6232,77,16.4,7.5,2.6,4.6,55.4,0.2,0.7,21.3,2.0,2.8,78.6,1.8,2.4,4.3,0.7,0.5,0.3,1.0,1
6233,75,24.7,12.7,4.9,11.6,43.5,0.8,2.3,50.5,1.6,2.3,70.7,1.0,2.6,3.5,2.0,1.0,0.4,1.4,1
6234,35,9.2,6.2,2.6,5.3,48.5,0.0,0.0,7.8,1.1,2.1,50.1,1.9,0.9,2.3,0.3,0.1,0.5,0.8,1
6235,87,34.0,17.5,6.4,14.5,43.6,0.6,1.6,42.6,4.0,5.3,68.7,2.2,6.3,8.6,1.8,0.3,1.3,3.5,1
6236,53,16.0,4.1,1.6,3.9,41.6,0.4,0.9,34.4,0.5,0.7,75.8,0.8,3.0,4.1,0.7,0.2,0.3,0.4,1
6237,62,18.5,7.3,2.9,6.3,45.2,0.5,1.4,38.5,1.1,1.2,89.7,0.6,1.8,2.5,1.5,0.8,0.1,1.4,0
6238,69,16.0,8.2,3.3,8.1,41.0,0.2,0.8,45.0,1.3,1.8,68.7,0.5,1.4,2.0,1.9,0.7,0.1,1.5,1
6239,66,17.6,6.6,3.0,6.1,49.3,0.0,0.0,1.7,1.2,2.0,57.3,1.8,2.6,4.4,1.9,1.0,0.3,1.6,1
6240,65,23.8,12.5,5.2,10.7,48.4,0.0,0.1,0.0,2.7,3.4,87.1,1.9,2.9,5.1,2.0,0.8,0.5,1.9,1
6241,102,14.7,4.6,1.8,3.3,52.2,0.0,0.0,2.6,1.3,2.0,60.8,1.5,1.8,3.6,0.7,0.3,0.4,1.0,1
6242,44,17.1,6.1,2.4,6.2,38.0,0.0,0.0,10.2,1.4,2.0,72.3,0.7,2.2,2.8,2.1,0.9,0.2,1.3,1
6243,73,27.2,12.9,5.5,9.4,59.2,0.2,0.9,7.4,2.0,2.9,71.4,4.1,6.0,9.9,1.0,0.9,0.6,1.1,1
6244,74,18.0,5.3,1.8,3.5,50.9,0.5,1.0,17.1,1.3,1.6,81.0,0.8,2.9,3.5,1.0,0.3,0.1,1.5,1
6245,81,20.9,9.5,3.0,8.6,33.4,0.2,0.7,23.4,2.7,3.0,84.2,1.7,2.9,4.6,1.5,0.5,0.3,1.5,1
6246,74,22.2,9.6,3.4,7.4,47.8,1.0,2.7,36.9,1.9,2.3,77.1,1.2,3.5,4.9,0.8,0.4,0.5,1.1,1
6247,29,6.5,2.0,0.9,2.0,41.2,0.7,1.6,25.4,0.1,0.2,73.2,0.2,0.3,0.5,0.4,0.3,0.0,0.3,0
6248,70,19.9,5.8,2.4,4.9,49.4,0.9,2.3,35.1,0.4,0.7,61.2,0.8,3.6,4.6,1.2,0.8,0.4,0.8,1
6249,74,11.8,3.9,1.2,2.9,43.2,0.1,0.8,24.1,1.2,1.3,97.9,0.3,0.8,1.1,3.0,0.5,0.0,1.3,1
6250,71,9.3,3.5,1.3,3.0,43.7,0.0,0.0,0.0,1.4,1.9,74.7,0.4,0.6,1.1,1.7,0.4,0.1,1.6,1
6251,55,16.5,5.2,1.6,4.7,35.7,0.5,1.8,7.2,1.7,2.0,92.5,0.4,0.8,1.2,2.2,1.2,0.0,1.2,1
6252,56,22.1,7.7,3.5,6.9,49.5,0.0,0.0,19.2,1.0,1.4,73.8,1.1,2.0,3.4,2.2,0.4,0.0,1.4,1
6253,68,13.4,6.6,2.6,5.7,44.4,0.1,0.3,27.9,0.9,1.3,71.6,0.9,1.5,2.3,1.4,0.4,0.1,1.2,1
6254,64,23.6,7.4,3.0,6.5,47.5,0.4,1.1,43.1,1.0,1.8,46.9,2.1,3.0,5.4,1.0,2.0,0.6,1.2,1
6255,69,17.8,7.6,2.7,6.9,37.0,0.9,2.5,24.0,1.1,1.4,84.1,0.5,1.3,2.0,2.2,1.0,0.2,1.6,0
6256,88,29.8,13.2,5.6,11.1,51.7,0.2,0.7,19.1,2.2,4.0,53.9,2.5,2.7,5.1,2.7,1.1,0.5,2.2,1
6257,69,20.7,8.2,3.5,5.8,61.9,0.7,1.4,11.8,1.0,1.5,73.5,1.1,3.5,4.4,1.0,0.6,1.6,1.1,1
6258,86,27.8,11.5,4.6,8.8,55.0,0.2,0.4,27.6,1.8,2.7,68.0,1.4,3.0,4.3,3.2,0.8,0.3,2.6,1
6259,51,4.9,1.3,0.5,1.1,49.4,0.0,0.0,23.5,0.3,0.4,66.9,0.5,0.6,1.0,0.2,0.1,0.1,0.3,0
6260,55,11.6,3.9,1.5,3.7,40.6,0.0,0.5,13.1,0.8,1.3,62.4,1.1,2.0,3.2,0.5,0.2,0.5,1.1,1
6261,54,11.6,2.4,0.9,3.0,31.7,0.0,0.0,17.4,0.4,0.5,70.1,0.5,1.1,1.5,1.3,0.6,0.3,0.7,0
6262,72,31.7,13.3,5.3,11.2,47.1,0.0,0.3,2.5,2.5,3.4,72.5,3.3,6.1,9.3,0.7,0.5,3.1,1.1,0
6263,30,8.7,2.3,0.9,2.4,37.4,0.0,0.1,23.7,0.6,1.0,69.5,0.3,1.3,1.5,0.3,0.0,0.3,0.7,1
6264,48,7.9,1.6,0.7,1.6,47.0,0.0,0.0,0.0,0.3,0.5,67.1,0.6,0.8,1.4,0.5,0.3,0.3,0.5,1
6265,65,21.3,7.8,3.0,5.1,55.2,0.0,0.0,24.2,1.8,2.4,78.6,1.0,1.9,2.9,1.1,0.5,0.3,1.2,1
6266,63,10.8,4.0,1.5,3.4,45.3,0.0,0.0,29.8,0.8,1.1,77.7,1.2,2.2,3.2,0.8,0.5,0.5,0.8,0
6267,54,22.4,7.4,3.2,7.3,44.8,0.8,2.2,26.1,0.5,0.8,70.1,1.0,1.8,2.8,0.8,0.5,0.3,0.8,1
6268,42,18.9,7.1,2.5,6.1,39.7,0.7,1.9,39.6,1.4,1.9,75.4,0.5,1.4,1.8,2.7,1.0,0.1,1.4,0
6269,42,14.2,8.6,3.1,7.1,45.6,0.5,1.6,27.8,1.5,2.2,69.2,1.1,1.4,2.5,0.4,0.3,0.2,0.9,1
6270,53,11.4,2.4,0.9,2.7,33.1,0.0,0.0,18.7,0.6,0.9,59.2,0.2,0.9,1.2,1.5,0.8,0.3,1.0,1
6271,60,23.3,12.3,4.3,11.1,37.3,0.4,1.5,29.7,3.0,3.1,96.5,1.1,2.0,3.2,1.5,0.8,0.3,2.1,1
6272,78,26.4,8.2,3.5,7.1,51.0,0.1,0.5,9.4,1.0,1.8,57.6,2.2,3.6,5.6,1.4,0.5,0.8,1.1,1
6273,61,19.3,5.9,2.2,4.8,44.7,0.6,1.6,33.4,1.4,1.8,80.9,1.1,2.3,3.7,1.4,0.4,0.5,1.4,1
6274,78,22.8,8.9,4.1,8.4,50.9,0.3,0.5,40.8,0.8,0.8,82.4,1.3,2.1,2.9,1.2,0.6,0.1,0.8,1
6275,68,20.5,14.4,5.5,12.8,44.5,0.5,1.3,39.1,2.1,3.0,72.0,0.6,1.6,2.0,2.2,0.6,0.2,2.1,1
6276,59,21.5,6.9,2.4,5.1,45.2,0.4,1.2,0.0,2.2,2.8,74.4,0.5,2.2,2.7,3.1,0.8,0.1,1.6,0
6277,99,40.0,16.2,5.9,13.3,44.0,0.3,1.4,35.1,3.7,5.1,78.3,1.2,3.2,4.8,6.7,1.9,0.2,3.8,1
6278,62,20.6,8.4,3.4,6.5,51.9,0.0,0.0,0.0,2.2,3.5,68.0,1.9,2.5,4.6,0.4,0.7,0.8,1.2,1
6279,64,17.3,5.2,2.1,4.6,43.8,0.0,0.0,10.9,1.0,1.8,54.6,0.9,2.2,2.9,0.6,0.3,0.2,0.9,1
6280,61,14.3,3.8,1.5,4.0,35.0,1.2,3.2,46.8,0.3,0.4,74.0,0.1,1.3,1.2,3.6,0.6,0.0,1.1,1
6281,90,46.1,25.9,9.7,19.1,52.9,0.4,1.0,11.4,5.9,7.4,91.6,2.3,5.2,7.0,4.5,1.4,0.3,4.5,1
6282,26,8.0,1.6,0.6,1.6,42.2,0.0,0.2,2.7,0.2,0.4,56.6,0.2,0.9,1.2,0.2,0.1,0.2,0.2,0
6283,64,14.7,5.7,2.4,4.6,50.2,0.0,0.0,15.4,1.1,1.4,73.8,0.8,2.2,3.0,1.1,0.3,0.3,1.3,1
6284,47,18.2,5.4,2.0,4.0,49.2,0.0,0.0,4.7,1.6,2.3,74.2,1.8,3.5,5.2,1.0,0.7,0.3,1.2,1
6285,77,18.9,6.4,2.5,5.5,45.7,0.0,0.0,16.7,1.7,2.3,68.0,1.2,2.5,3.5,0.7,0.5,0.6,0.9,1
6286,57,20.0,5.1,1.8,4.7,35.9,0.9,2.3,24.4,0.8,0.9,81.2,0.1,1.1,1.2,4.3,0.7,0.1,1.3,1
6287,70,16.7,6.3,2.6,6.4,39.2,0.3,0.9,18.8,0.9,1.6,53.5,2.0,2.8,4.7,0.3,0.2,1.4,1.0,0
6288,57,8.5,2.2,0.8,1.9,45.0,0.0,0.0,0.0,0.5,0.7,75.6,0.9,0.9,1.7,0.7,0.5,0.0,0.6,1
6289,62,17.6,5.1,1.8,4.1,42.1,0.2,0.6,10.6,1.2,1.8,75.6,1.1,1.8,2.8,1.2,0.5,0.2,1.0,1
6290,70,23.6,7.3,2.5,5.2,47.5,0.1,0.4,0.0,2.4,3.7,68.9,1.6,3.3,5.3,1.9,0.4,0.3,1.5,1
6291,67,14.9,4.3,1.6,3.6,43.4,0.2,0.7,0.0,1.1,1.8,62.2,0.8,2.6,3.4,0.3,0.4,0.2,0.8,0
6292,48,13.5,4.1,1.5,3.8,39.8,0.4,1.1,48.8,0.9,1.4,66.1,0.8,1.2,2.0,1.1,0.6,0.3,0.7,0
6293,47,26.9,9.7,3.5,7.9,44.7,0.7,2.3,30.1,2.1,2.7,75.8,0.9,2.8,3.7,1.8,0.8,0.1,1.4,1
6294,64,15.3,7.0,2.6,5.3,49.3,0.1,0.3,27.7,1.4,1.6,78.7,1.0,1.9,2.7,0.6,0.3,0.3,1.0,1
6295,70,34.8,16.0,5.5,15.4,32.1,1.0,2.9,50.0,2.7,3.0,91.8,0.2,2.5,2.2,7.6,1.7,0.0,2.4,0
6296,78,27.4,9.9,3.6,8.5,43.2,0.6,1.8,10.0,1.8,2.8,58.3,1.1,3.2,4.1,4.3,1.6,0.3,2.5,1
